;CU;CU2
403;1.0;0.5333333333333333
404;0.8;0.4444444444444444
405;1.0;0.375
406;0.875;0.47058823529411764
407;1.0;0.5
408;0.23529411764705888;0.14814814814814814
409;1.0;0.3529411764705882
410;1.0;0.5625
411;1.0;0.5333333333333333
412;1.0;0.7894736842105263
413;1.0;0.2222222222222222
414;1.0;0.23076923076923073
415;1.0;0.19047619047619047
416;1.0;0.3076923076923077
417;1.0;0.2857142857142857
418;1.0;0.4736842105263158
419;1.0;0.2857142857142857
420;1.0;0.4375
421;0.75;0.17647058823529416
422;1.0;0.4545454545454546
423;0.6153846153846154;0.5333333333333333
424;1.0;0.8
425;1.0;0.3913043478260869
426;1.0;0.25
427;1.0;0.5789473684210527
428;1.0;0.19999999999999996
429;1.0;0.4285714285714286
430;1.0;0.5
431;1.0;0.4782608695652174
432;1.0;0.35
433;1.0;0.5
434;1.0;0.6666666666666667
435;1.0;0.1875
436;1.0;0.33333333333333337
437;1.0;0.6363636363636364
438;1.0;0.7
439;1.0;0.6
440;1.0;0.23529411764705888
441;1.0;0.2727272727272727
442;1.0;0.2857142857142857
443;1.0;0.19047619047619047
444;1.0;0.40909090909090906
445;1.0;0.5333333333333333
446;1.0;0.5
447;1.0;0.3125
448;1.0;0.5
449;1.0;0.25
450;1.0;0.2142857142857143
451;1.0;0.33333333333333337
452;1.0;0.2222222222222222
453;1.0;0.5217391304347826
454;1.0;0.6785714285714286
455;0.8823529411764706;0.625
456;1.0;0.4666666666666667
457;1.0;0.5238095238095238
458;1.0;0.3125
459;0.8837209302325582;0.76
460;1.0;0.5
461;1.0;0.25
462;1.0;0.4
463;1.0;0.5357142857142857
464;1.0;0.18181818181818177
465;1.0;0.4666666666666667
466;1.0;0.3846153846153846
467;1.0;0.6666666666666667
468;1.0;0.16666666666666663
469;1.0;0.4
470;1.0;0.3076923076923077
471;1.0;0.4736842105263158
472;1.0;0.23529411764705888
473;0.7;0.33333333333333337
474;1.0;0.4117647058823529
475;1.0;0.368421052631579
476;0.7777777777777778;0.35
477;1.0;0.5925925925925926
478;1.0;0.2727272727272727
479;1.0;0.4
480;1.0;0.18181818181818177
481;1.0;0.09523809523809523
482;1.0;0.25
483;1.0;0.44999999999999996
484;1.0;0.3076923076923077
485;1.0;0.40909090909090906
486;1.0;0.5263157894736843
487;1.0;0.2857142857142857
488;1.0;0.4285714285714286
489;1.0;0.7037037037037037
490;1.0;0.5
491;0.9523809523809523;0.6451612903225806
492;1.0;0.19047619047619047
493;0.9090909090909091;0.5555555555555556
494;1.0;0.625
495;1.0;0.17647058823529416
496;1.0;0.42105263157894735
497;1.0;0.5333333333333333
498;1.0;0.30000000000000004
499;1.0;0.4736842105263158
500;1.0;0.16666666666666663
501;1.0;0.19999999999999996
502;1.0;0.38888888888888884
503;1.0;0.5
504;1.0;0.5416666666666667
505;0.8333333333333334;0.5
506;1.0;0.26315789473684215
507;1.0;0.4782608695652174
508;1.0;0.1428571428571429
509;1.0;0.4285714285714286
510;1.0;0.42105263157894735
511;0.8833333333333333;0.803030303030303
512;0.8571428571428572;0.3529411764705882
513;1.0;0.5
514;1.0;0.2142857142857143
515;1.0;0.2666666666666667
516;1.0;0.19999999999999996
517;1.0;0.2727272727272727
518;1.0;0.19999999999999996
519;1.0;0.4375
520;1.0;0.19999999999999996
521;1.0;0.4
522;1.0;0.1875
523;0.9;0.4285714285714286
524;1.0;0.26315789473684215
525;0.8181818181818181;0.5294117647058824
526;1.0;0.4285714285714286
527;0.9;0.6206896551724138
528;1.0;0.23076923076923073
529;1.0;0.3571428571428571
530;0.9;0.6
531;1.0;0.2777777777777778
532;1.0;0.6296296296296297
533;1.0;0.19999999999999996
534;0.7983193277310925;0.6739130434782609
535;1.0;0.33333333333333337
536;1.0;0.5
537;1.0;0.5
538;1.0;0.38888888888888884
539;1.0;0.6808510638297872
540;1.0;0.4444444444444444
541;1.0;0.5789473684210527
542;1.0;0.23076923076923073
543;1.0;0.40909090909090906
544;1.0;0.19999999999999996
545;0.9534883720930233;0.7454545454545455
546;1.0;0.4
547;1.0;0.34782608695652173
548;0.9444444444444444;0.5666666666666667
549;1.0;0.4736842105263158
550;1.0;0.19999999999999996
551;1.0;0.4347826086956522
552;1.0;0.16666666666666663
553;1.0;0.21052631578947367
554;0.7142857142857143;0.25
555;1.0;0.41666666666666663
556;1.0;0.33333333333333337
557;1.0;0.56
558;1.0;0.2666666666666667
559;0.8333333333333334;0.4545454545454546
560;1.0;0.4545454545454546
561;0.8;0.33333333333333337
562;1.0;0.16666666666666663
563;1.0;0.47058823529411764
564;1.0;0.5
565;1.0;0.25
566;1.0;0.4375
567;1.0;0.21052631578947367
568;1.0;0.3125
569;1.0;0.6944444444444444
570;1.0;0.5862068965517242
571;1.0;0.17647058823529416
572;0.8888888888888888;0.42105263157894735
573;1.0;0.3571428571428571
574;0.8823529411764706;0.46875
575;0.8823529411764706;0.6
576;1.0;0.3571428571428571
577;1.0;0.33333333333333337
578;1.0;0.64
579;1.0;0.5
580;1.0;0.4
581;1.0;0.5833333333333333
582;1.0;0.7173913043478262
583;0.9;0.5
584;1.0;0.3846153846153846
585;1.0;0.45833333333333337
586;0.875;0.5
587;1.0;0.11111111111111116
588;1.0;0.2727272727272727
589;1.0;0.23529411764705888
590;1.0;0.47058823529411764
591;1.0;0.5882352941176471
592;1.0;0.5
593;1.0;0.5
594;1.0;0.47058823529411764
595;1.0;0.1428571428571429
596;1.0;0.4666666666666667
597;1.0;0.19999999999999996
598;1.0;0.38888888888888884
599;1.0;0.4285714285714286
600;1.0;0.5384615384615384
601;1.0;0.3125
602;1.0;0.25
603;1.0;0.55
604;1.0;0.5714285714285714
605;1.0;0.5
606;1.0;0.3846153846153846
607;1.0;0.5555555555555556
608;1.0;0.35
609;1.0;0.33333333333333337
610;1.0;0.36363636363636365
611;1.0;0.4545454545454546
612;1.0;0.4375
613;1.0;0.6
614;1.0;0.2727272727272727
615;0.8666666666666667;0.5909090909090908
616;1.0;0.2777777777777778
617;1.0;0.5
618;1.0;0.23529411764705888
619;1.0;0.33333333333333337
620;1.0;0.5625
621;1.0;0.52
622;1.0;0.23076923076923073
623;1.0;0.3529411764705882
624;1.0;0.2666666666666667
625;0.6216216216216216;0.4893617021276596
626;1.0;0.25
627;1.0;0.5
628;1.0;0.46153846153846156
629;1.0;0.25
630;1.0;0.2727272727272727
631;1.0;0.1333333333333333
632;1.0;0.26086956521739135
633;1.0;0.18181818181818177
634;1.0;0.5294117647058824
635;1.0;0.15384615384615385
636;1.0;0.4285714285714286
637;1.0;0.5238095238095238
638;1.0;0.5
639;0.8571428571428572;0.375
640;1.0;0.33333333333333337
641;1.0;0.23076923076923073
642;1.0;0.4137931034482759
643;1.0;0.5185185185185186
644;1.0;0.7241379310344828
645;1.0;0.25
646;1.0;0.2666666666666667
647;1.0;0.4
648;1.0;0.3571428571428571
649;1.0;0.3571428571428571
650;1.0;0.5882352941176471
651;1.0;0.5714285714285714
652;1.0;0.4375
653;1.0;0.25
654;0.875;0.31818181818181823
655;1.0;0.23076923076923073
656;1.0;0.23076923076923073
657;1.0;0.4545454545454546
658;1.0;0.3529411764705882
659;1.0;0.3846153846153846
660;1.0;0.33333333333333337
661;1.0;0.47058823529411764
662;1.0;0.65
663;1.0;0.4444444444444444
664;1.0;0.36363636363636365
665;0.9375;0.5172413793103448
666;1.0;0.4285714285714286
667;1.0;0.33333333333333337
668;1.0;0.5294117647058824
669;1.0;0.2857142857142857
670;1.0;0.5294117647058824
671;1.0;0.5
672;1.0;0.33333333333333337
673;1.0;0.3571428571428571
674;1.0;0.5
675;1.0;0.15384615384615385
676;1.0;0.16666666666666663
677;1.0;0.21052631578947367
678;0.6666666666666667;0.1333333333333333
679;1.0;0.3846153846153846
680;1.0;0.25
681;1.0;0.1333333333333333
682;0.8571428571428572;0.46153846153846156
683;0.9473684210526316;0.5806451612903225
684;1.0;0.25
685;1.0;0.4736842105263158
686;0.8;0.3846153846153846
687;1.0;0.19999999999999996
688;1.0;0.55
689;1.0;0.30000000000000004
690;1.0;0.30000000000000004
691;1.0;0.38888888888888884
692;1.0;0.3076923076923077
693;1.0;0.4375
694;1.0;0.25
695;0.25;0.11111111111111116
696;1.0;0.33333333333333337
697;1.0;0.25
698;1.0;0.1428571428571429
699;1.0;0.2142857142857143
700;0.875;0.5185185185185186
701;1.0;0.47058823529411764
702;1.0;0.3076923076923077
703;1.0;0.6896551724137931
704;1.0;0.6
705;1.0;0.47058823529411764
706;1.0;0.5
707;1.0;0.2222222222222222
708;1.0;0.3571428571428571
709;1.0;0.4
710;1.0;0.4545454545454546
711;1.0;0.3529411764705882
712;1.0;0.30000000000000004
713;1.0;0.2142857142857143
714;1.0;0.6111111111111112
715;1.0;0.33333333333333337
716;1.0;0.2777777777777778
717;0.8666666666666667;0.4814814814814815
718;1.0;0.4
719;1.0;0.10526315789473684
720;1.0;0.6086956521739131
721;0.7142857142857143;0.5263157894736843
722;1.0;0.5
723;1.0;0.3076923076923077
724;1.0;0.2777777777777778
725;1.0;0.4444444444444444
726;1.0;0.4545454545454546
727;1.0;0.34782608695652173
728;1.0;0.2777777777777778
729;1.0;0.5
730;1.0;0.5
731;1.0;0.15384615384615385
732;0.8888888888888888;0.4
733;1.0;0.2142857142857143
734;1.0;0.2222222222222222
735;1.0;0.4736842105263158
736;1.0;0.6086956521739131
737;1.0;0.375
738;1.0;0.3529411764705882
739;1.0;0.7142857142857143
740;1.0;0.15384615384615385
741;1.0;0.2857142857142857
742;1.0;0.3846153846153846
743;1.0;0.19999999999999996
744;1.0;0.4285714285714286
745;1.0;0.3571428571428571
746;1.0;0.38888888888888884
747;1.0;0.25
748;1.0;0.5263157894736843
749;1.0;0.3529411764705882
750;0.9583333333333334;0.6388888888888888
751;1.0;0.19999999999999996
752;1.0;0.11764705882352944
753;1.0;0.17647058823529416
754;1.0;0.40909090909090906
755;1.0;0.4444444444444444
756;1.0;0.4285714285714286
757;1.0;0.4285714285714286
758;1.0;0.5625
759;1.0;0.5416666666666667
760;1.0;0.33333333333333337
761;1.0;0.3571428571428571
762;1.0;0.46153846153846156
763;1.0;0.4285714285714286
764;1.0;0.4375
765;1.0;0.34782608695652173
766;1.0;0.33333333333333337
767;1.0;0.4117647058823529
768;0.9090909090909091;0.4545454545454546
769;1.0;0.7
770;1.0;0.38888888888888884
771;1.0;0.23529411764705888
772;0.7272727272727273;0.47058823529411764
773;1.0;0.4
774;1.0;0.2727272727272727
775;0.8;0.4545454545454546
776;1.0;0.5789473684210527
777;1.0;0.36363636363636365
778;0.9642857142857143;0.7105263157894737
779;1.0;0.5333333333333333
780;1.0;0.6363636363636364
781;1.0;0.47058823529411764
782;0.6153846153846154;0.47058823529411764
783;1.0;0.16666666666666663
784;1.0;0.5454545454545454
785;1.0;0.3076923076923077
786;1.0;0.36363636363636365
787;0.9375;0.6521739130434783
788;1.0;0.2222222222222222
789;1.0;0.4444444444444444
790;1.0;0.4444444444444444
791;1.0;0.47058823529411764
792;1.0;0.5625
793;1.0;0.5333333333333333
794;1.0;0.3846153846153846
795;1.0;0.1875
796;0.875;0.38888888888888884
797;1.0;0.25
798;1.0;0.19999999999999996
799;1.0;0.36363636363636365
800;1.0;0.5555555555555556
801;1.0;0.4666666666666667
802;1.0;0.41666666666666663
803;1.0;0.4642857142857143
804;1.0;0.5357142857142857
805;1.0;0.5
806;1.0;0.5555555555555556
807;1.0;0.23076923076923073
808;1.0;0.18181818181818177
809;1.0;0.16666666666666663
810;1.0;0.368421052631579
811;1.0;0.5357142857142857
812;1.0;0.2142857142857143
813;1.0;0.1333333333333333
814;1.0;0.25
815;1.0;0.1333333333333333
816;1.0;0.2727272727272727
817;0.6;0.17647058823529416
818;0.9090909090909091;0.4347826086956522
819;0.9285714285714286;0.5652173913043479
820;1.0;0.31818181818181823
821;1.0;0.19999999999999996
822;0.7777777777777778;0.368421052631579
823;1.0;0.4
824;1.0;0.2222222222222222
825;1.0;0.4444444444444444
826;1.0;0.3125
827;0.9;0.375
828;1.0;0.4545454545454546
829;1.0;0.5882352941176471
830;1.0;0.12
831;1.0;0.40909090909090906
832;1.0;0.2857142857142857
833;0.5555555555555556;0.25
834;1.0;0.3571428571428571
835;0.95;0.6129032258064516
836;1.0;0.23529411764705888
837;1.0;0.2727272727272727
838;0.6;0.41666666666666663
839;1.0;0.33333333333333337
840;1.0;0.5263157894736843
841;1.0;0.5
842;1.0;0.7567567567567568
843;1.0;0.2666666666666667
844;0.6842105263157895;0.40625
845;1.0;0.2222222222222222
846;1.0;0.47058823529411764
847;1.0;0.23529411764705888
848;1.0;0.3125
849;1.0;0.4347826086956522
850;1.0;0.41666666666666663
851;1.0;0.6666666666666667
852;1.0;0.3571428571428571
853;0.7894736842105263;0.5555555555555556
854;1.0;0.30000000000000004
855;1.0;0.5
856;0.9166666666666666;0.6285714285714286
857;1.0;0.4285714285714286
858;1.0;0.2142857142857143
859;0.8571428571428572;0.30000000000000004
860;1.0;0.56
861;0.9473684210526316;0.5806451612903225
862;1.0;0.2857142857142857
863;1.0;0.5
864;0.7692307692307692;0.41666666666666663
865;1.0;0.5333333333333333
866;0.8666666666666667;0.43333333333333335
867;1.0;0.31818181818181823
868;1.0;0.3846153846153846
869;1.0;0.5238095238095238
870;1.0;0.4
871;1.0;0.16666666666666663
872;1.0;0.47058823529411764
873;1.0;0.35
874;0.4666666666666667;0.2692307692307693
875;0.8571428571428572;0.5
876;1.0;0.2941176470588235
877;1.0;0.41666666666666663
878;1.0;0.19999999999999996
879;1.0;0.18181818181818177
880;0.875;0.35
881;0.9166666666666666;0.45833333333333337
882;1.0;0.4
883;1.0;0.2142857142857143
884;1.0;0.33333333333333337
885;1.0;0.30000000000000004
886;1.0;0.15384615384615385
887;0.6923076923076923;0.375
888;1.0;0.23529411764705888
889;1.0;0.4117647058823529
890;1.0;0.3076923076923077
891;1.0;0.6129032258064516
892;1.0;0.23076923076923073
893;1.0;0.21052631578947367
894;1.0;0.2727272727272727
895;0.9;0.375
896;1.0;0.33333333333333337
897;1.0;0.18181818181818177
898;1.0;0.6333333333333333
899;1.0;0.5769230769230769
900;1.0;0.5238095238095238
901;1.0;0.2222222222222222
902;1.0;0.6190476190476191
903;1.0;0.5333333333333333
904;1.0;0.375
905;1.0;0.7142857142857143
906;1.0;0.2222222222222222
907;1.0;0.33333333333333337
908;1.0;0.23529411764705888
909;1.0;0.631578947368421
910;1.0;0.31818181818181823
911;1.0;0.1428571428571429
912;1.0;0.6666666666666667
913;1.0;0.19999999999999996
914;1.0;0.4375
915;1.0;0.7083333333333333
916;1.0;0.3571428571428571
917;1.0;0.5833333333333333
918;1.0;0.5714285714285714
919;1.0;0.2857142857142857
920;1.0;0.19999999999999996
921;1.0;0.4444444444444444
922;1.0;0.25
923;1.0;0.5384615384615384
924;1.0;0.41666666666666663
925;1.0;0.7
926;1.0;0.4117647058823529
927;1.0;0.6428571428571428
928;0.9487179487179487;0.74
929;1.0;0.2857142857142857
930;1.0;0.6363636363636364
931;1.0;0.38888888888888884
932;1.0;0.4
933;1.0;0.6086956521739131
934;1.0;0.4
935;0.9166666666666666;0.5
936;1.0;0.5714285714285714
937;1.0;0.2857142857142857
938;1.0;0.23076923076923073
939;1.0;0.23076923076923073
940;1.0;0.5238095238095238
941;1.0;0.33333333333333337
942;1.0;0.33333333333333337
943;0.9090909090909091;0.47619047619047616
944;1.0;0.16666666666666663
945;0.8888888888888888;0.8712871287128713
946;1.0;0.375
947;0.30000000000000004;0.13636363636363635
948;1.0;0.2222222222222222
949;1.0;0.5555555555555556
950;0.8695652173913043;0.6896551724137931
951;1.0;0.36363636363636365
952;1.0;0.26315789473684215
953;1.0;0.4285714285714286
954;1.0;0.3125
955;1.0;0.2857142857142857
956;1.0;0.2777777777777778
957;1.0;0.5
958;1.0;0.25
959;0.8888888888888888;0.42105263157894735
960;1.0;0.5
961;0.3846153846153846;0.1923076923076923
962;1.0;0.25
963;1.0;0.38095238095238093
964;1.0;0.3529411764705882
965;1.0;0.5625
