,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
10,0.987659752368927,"tf.Tensor([0.9762339  0.9929328  0.9873271  0.99300694 0.98371327 0.9940357 ], shape=(6,), dtype=float32)",0.05724877864122391,0.8577075004577637,"tf.Tensor([0.9122806  0.83582085 0.87254894 0.85245895 0.7666666  0.8771929 ], shape=(6,), dtype=float32)",0.6000417470932007
11,0.9911855459213257,"tf.Tensor([0.99633694 0.99470896 0.99365985 0.98596483 0.9902597  0.9801586 ], shape=(6,), dtype=float32)",0.03968402370810509,0.8577075004577637,"tf.Tensor([0.8620689  0.86666656 0.89839566 0.80701745 0.8101266  0.8307691 ], shape=(6,), dtype=float32)",0.6020745635032654
12,0.989863395690918,"tf.Tensor([0.9854014  0.99470896 0.99652773 0.9719297  0.99032253 0.98613864], shape=(6,), dtype=float32)",0.03823640197515488,0.8102766871452332,"tf.Tensor([0.8196721  0.81249994 0.8404255  0.78124994 0.7272727  0.8253968 ], shape=(6,), dtype=float32)",0.6519351601600647
13,0.9955927729606628,"tf.Tensor([0.99451554 0.99470896 0.99711144 0.9912126  0.99677414 0.9960317 ], shape=(6,), dtype=float32)",0.019820157438516617,0.8260869383811951,"tf.Tensor([0.8135593  0.8333333  0.85427135 0.7857142  0.76923066 0.83582085], shape=(6,), dtype=float32)",0.6888254284858704
14,0.9955927729606628,"tf.Tensor([0.9981718  0.9982363  0.9988452  0.98606265 0.99513775 0.9900199 ], shape=(6,), dtype=float32)",0.02022252231836319,0.8142292499542236,"tf.Tensor([0.8771929  0.8        0.8421052  0.76363635 0.73417723 0.8333333 ], shape=(6,), dtype=float32)",0.774774968624115
15,0.9925076961517334,"tf.Tensor([0.9927007  0.9911504  0.9924899  0.98954695 1.         0.9880478 ], shape=(6,), dtype=float32)",0.02415570244193077,0.8221343755722046,"tf.Tensor([0.8275862  0.7999999  0.8457711  0.8135593  0.7142856  0.89655167], shape=(6,), dtype=float32)",0.7884835600852966
16,0.9911855459213257,"tf.Tensor([0.99451554 0.9876976  0.9930555  0.99124336 0.98550713 0.9920318 ], shape=(6,), dtype=float32)",0.02458890900015831,0.8063241243362427,"tf.Tensor([0.78124994 0.7719298  0.8258705  0.8196721  0.7241379  0.8615384 ], shape=(6,), dtype=float32)",0.8531041741371155
17,0.9960334897041321,"tf.Tensor([0.9963503  0.98943657 1.         0.99300694 1.         0.9880478 ], shape=(6,), dtype=float32)",0.018260173499584198,0.8260869383811951,"tf.Tensor([0.83333325 0.7826086  0.8526315  0.8333333  0.76470584 0.8474576 ], shape=(6,), dtype=float32)",0.754241406917572
18,0.9995592832565308,"tf.Tensor([1.         1.         0.99942154 1.         0.9983844  1.        ], shape=(6,), dtype=float32)",0.005598756484687328,0.8339921236038208,"tf.Tensor([0.8421052  0.8        0.87254894 0.8196721  0.7878787  0.7924528 ], shape=(6,), dtype=float32)",0.7957304120063782
19,0.9947113394737244,"tf.Tensor([0.9963503  0.9876976  0.99480665 0.99824864 0.9935065  0.9980039 ], shape=(6,), dtype=float32)",0.018317392095923424,0.8339921236038208,"tf.Tensor([0.81481475 0.8307692  0.85567003 0.8387096  0.78873235 0.8333333 ], shape=(6,), dtype=float32)",0.8003418445587158
20,0.9986778497695923,"tf.Tensor([1.        1.        0.9982669 0.9964912 0.9983844 1.       ], shape=(6,), dtype=float32)",0.007170641329139471,0.8221343755722046,"tf.Tensor([0.8214284  0.8181817  0.84816754 0.8405797  0.7536231  0.79999995], shape=(6,), dtype=float32)",0.7876463532447815
21,0.998237133026123,"tf.Tensor([0.9981718  0.9982425  0.99769044 1.         0.9967532  1.        ], shape=(6,), dtype=float32)",0.01515444740653038,0.8458498120307922,"tf.Tensor([0.8888889  0.8571428  0.851282   0.8387096  0.74999994 0.9       ], shape=(6,), dtype=float32)",0.7634593844413757
22,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.002257265616208315,0.8379446864128113,"tf.Tensor([0.8524589  0.8307692  0.85561496 0.7826086  0.81249994 0.86666656], shape=(6,), dtype=float32)",0.8642511367797852
23,0.9986778497695923,"tf.Tensor([1.         1.         0.9982669  0.9965034  0.99837923 1.        ], shape=(6,), dtype=float32)",0.00549289770424366,0.7667984366416931,"tf.Tensor([0.8524589  0.6506024  0.76923066 0.79411757 0.7536231  0.82142854], shape=(6,), dtype=float32)",1.0954625606536865
24,0.9951520562171936,"tf.Tensor([0.9981718  0.9929577  0.99421287 0.9982547  0.99032253 1.        ], shape=(6,), dtype=float32)",0.015398504212498665,0.8537549376487732,"tf.Tensor([0.89655167 0.8571428  0.866995   0.8333333  0.74193543 0.9       ], shape=(6,), dtype=float32)",0.8651722073554993
25,0.9938299059867859,"tf.Tensor([1.         0.979094   0.9930475  0.9964912  0.99837923 0.9980119 ], shape=(6,), dtype=float32)",0.019147545099258423,0.8418972492218018,"tf.Tensor([0.89655167 0.74999994 0.8832487  0.7878787  0.7936507  0.84848475], shape=(6,), dtype=float32)",0.9251343607902527
26,0.9986778497695923,"tf.Tensor([0.9981718 0.9982363 0.9994222 1.        0.9967637 0.9980119], shape=(6,), dtype=float32)",0.0024059489369392395,0.8418972492218018,"tf.Tensor([0.83636355 0.81249994 0.86432153 0.7936508  0.81249994 0.8852458 ], shape=(6,), dtype=float32)",0.9411271810531616
27,0.9969149231910706,"tf.Tensor([0.9963503  0.9982425  0.99884385 1.         0.98865473 0.9960159 ], shape=(6,), dtype=float32)",0.008610471151769161,0.8458498120307922,"tf.Tensor([0.9285714 0.7936508 0.8557213 0.8196721 0.7878787 0.8813558], shape=(6,), dtype=float32)",0.9256600737571716
28,0.997796356678009,"tf.Tensor([1.         1.         0.99710476 1.         0.9919484  1.        ], shape=(6,), dtype=float32)",0.014519084244966507,0.7747035622596741,"tf.Tensor([0.7741935  0.7605633  0.81111103 0.7037037  0.76923066 0.75675666], shape=(6,), dtype=float32)",1.1829638481140137
29,0.9951520562171936,"tf.Tensor([0.99453545 0.9929577  0.99537563 0.99824864 0.9902912  1.        ], shape=(6,), dtype=float32)",0.017769819125533104,0.8379446864128113,"tf.Tensor([0.8275862  0.8333333  0.84999996 0.82539684 0.7384615  0.9333333 ], shape=(6,), dtype=float32)",0.9420024156570435
30,0.997796356678009,"tf.Tensor([0.9981784  0.9964788  0.9976878  1.         1.         0.99401194], shape=(6,), dtype=float32)",0.010432813316583633,0.8379446864128113,"tf.Tensor([0.89655167 0.8196721  0.8383838  0.8387096  0.73529404 0.9152542 ], shape=(6,), dtype=float32)",1.0470192432403564
31,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.00074933742871508,0.8339921236038208,"tf.Tensor([0.8620689  0.7999999  0.8399999  0.85245895 0.74626863 0.9       ], shape=(6,), dtype=float32)",1.03778076171875
32,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.0004234517109580338,0.8379446864128113,"tf.Tensor([0.8771929  0.7999999  0.8374384  0.86666656 0.74626863 0.9152542 ], shape=(6,), dtype=float32)",1.0773924589157104
33,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.00047309030196629465,0.8181818127632141,"tf.Tensor([0.83636355 0.78688526 0.8299999  0.82539684 0.74626863 0.86666656], shape=(6,), dtype=float32)",1.069004774093628
34,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.00020980880071874708,0.8142292499542236,"tf.Tensor([0.79999995 0.7857142  0.8405797  0.7428571  0.74999994 0.9152542 ], shape=(6,), dtype=float32)",1.1665476560592651
35,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.00023213816166389734,0.8418972492218018,"tf.Tensor([0.8727272 0.8135593 0.8571428 0.8333333 0.7575757 0.8888889], shape=(6,), dtype=float32)",1.0384752750396729
36,1.0,"tf.Tensor([1. 1. 1. 1. 1. 1.], shape=(6,), dtype=float32)",0.00024423954891972244,0.8181818127632141,"tf.Tensor([0.8727272  0.779661   0.826923   0.8474575  0.74285704 0.8363636 ], shape=(6,), dtype=float32)",1.1435136795043945
