;MAD
108;0.4606208009732539
109;0.4606208009732539
114;0.6656085896349423
115;0.791645819988208
116;0.8019264273162029
117;0.7621741363550277
119;0.7319295355448516
120;0.6877858302653148
123;0.8536167724498646
124;0.7278727025065895
125;0.7074720010707163
127;0.5148011387591547
128;0.4831792738888792
129;0.4831792738888792
130;0.5004526896362606
131;0.5004526896362606
132;0.7129419352753454
133;0.7129419352753454
134;0.31038784492919025
135;0.31038784492919025
136;0.26391722084896235
137;0.6812010915335858
141;0.31542849478244545
142;0.31542849478244545
144;0.6092104272965914
145;0.6270842363278964
146;0.6270842363278964
149;0.484273597257794
150;0.6973912855838588
151;0.1835614476763807
152;0.597674926416759
153;0.7918665528945265
154;0.5673269314090703
157;0.602258606889419
158;0.602258606889419
159;0.6773512525218124
160;0.6773512525218124
165;0.5710912371737734
166;0.5710912371737734
167;0.3708907283802111
168;0.3708907283802111
169;0.5030775628681322
170;0.5030775628681322
171;0.5755136306127868
172;0.5755136306127868
173;0.4158901999493442
174;0.504949843711997
177;0.4982984877981453
178;0.4982984877981453
179;0.7423256290583645
180;0.46495009124209735
181;0.7610155831179253
182;0.5807437108741174
183;0.8276784098316117
185;0.8248608709586702
186;0.6181204800422979
188;0.7937235896179837
189;0.7840906372446249
190;0.7919197960764415
192;0.8441907234481739
193;0.860103041664735
196;0.7667804412355913
197;0.7667804412355915
198;0.4664799995814063
199;0.7286105881888545
200;0.8454033460046393
201;0.8454033460046394
202;0.7818627191582689
203;0.7818627191582689
204;0.8412155488262524
205;0.8412155488262524
208;0.9226652341410291
209;0.8317197077324818
210;0.8605039381715216
211;0.6648921944794534
212;0.8683965076730352
213;0.8683965076730353
214;0.701251879544123
215;-0.05935122695503136
216;0.7273338273696709
217;0.627236299426579
218;0.7667455833981781
219;0.6039013020231838
220;0.4804480334046985
221;0.7444594672307165
222;0.5872457222509582
223;0.5331772696574324
224;0.4979127952180551
225;0.5199459796274303
226;0.6788370703033975
228;0.5514298852410349
229;0.6912873445164356
231;0.36433623517088537
232;0.7236671586907628
233;0.7236671586907628
237;0.3924584765646796
238;0.3924584765646796
239;0.5902361669981636
240;0.5902361669981635
241;0.7324952476324588
242;0.7324952476324588
243;0.414883810725362
244;0.414883810725362
245;0.6280286939951413
246;0.4277773894008142
247;0.7196203849926686
250;0.5975818680317103
251;0.5975818680317103
253;0.7669079878320078
254;0.5690805829930157
255;0.7427525963460695
256;0.6636891027521866
257;0.6636891027521866
258;0.769497052388085
259;0.872462288271253
260;0.6731155815279474
261;0.5873901851721322
263;0.7422875720754044
264;0.442634319536306
265;0.442634319536306
266;0.655552635117829
267;0.655552635117829
268;0.5855920526200349
269;0.5855920526200349
270;0.7018544279370674
271;0.7018544279370674
272;0.6455869707109371
273;0.7275224230273329
274;0.7654310223460867
275;0.7654413409186274
276;0.7048581047071865
277;0.8114785651176033
278;0.6819901924954017
279;0.6819901924954017
281;0.8040484651734344
282;0.47128518981696843
283;0.47128518981696843
286;0.5580092076195831
287;0.5580092076195831
288;0.5937112516251432
289;0.5937112516251432
290;0.8197088053289184
291;0.8197088053289184
294;0.8120373007635966
295;0.759989622062561
299;0.5208512313111825
300;0.7725399820311288
301;0.8492797334462988
302;0.6089482955452027
303;0.8654934409863653
304;0.598173047712742
305;0.8304221809726955
306;0.6635367173305254
307;0.5558471889090759
308;0.5558471889090759
309;0.752222149880595
310;0.7326983689498592
311;0.7840847058987835
312;0.7606583122172031
313;0.8340486756243858
314;0.6457292228886506
315;0.8224370924284523
316;0.33514313297604775
317;0.5697011669701422
318;0.5697011669701422
319;0.5321672069968523
320;0.5321672069968523
321;0.6551198799832196
322;0.6551198799832196
323;0.454578167259424
324;0.8111001915110571
325;0.78990768193685
326;0.8703066175157324
329;0.44453651651221604
330;0.752053982784848
331;0.42860929438838574
332;0.8156638247196805
335;0.4998411455130453
336;0.4998411455130453
338;0.6631496961779025
339;0.6840195550644608
340;0.6840195550644608
341;0.6104574307547757
342;0.5459001104241964
343;0.5895057232954732
344;0.7758693779953719
345;0.7758693779953719
346;0.6845006238642641
347;0.6845006238642641
348;0.38906983785038385
349;0.38906983785038385
350;0.5598705150157056
351;0.5598705150157056
352;0.436826134785978
353;0.436826134785978
354;0.5771054449333619
355;0.5771054449333619
356;0.5236434778264832
357;0.5236434778264832
358;-0.3467674288733808
359;0.8378401909476282
360;0.45487188475005086
361;0.874380049882865
362;0.2296177027049851
363;0.8723528209512974
364;0.4487059381217205
365;0.4487059381217205
366;0.8254763426714955
375;0.5533918626062028
376;0.5533918626062028
377;0.7985762485007837
378;0.7985762485007837
379;0.5287343678765258
380;0.5287343678765258
381;0.5761058484119606
382;0.7037286042730816
383;0.6573777952357591
384;0.6573777952357591
385;0.4084993189980273
386;0.4084993189980273
389;0.5443661507622595
390;0.5443661507622595
391;0.7958106303474578
392;0.7958106303474578
393;0.6553537276395247
394;0.7572865333007771
395;-0.007177666951922509
396;-0.007177666951922509
397;0.8275007413538332
398;0.7198739945933779
399;0.7198739945933779
400;0.6950844328918525
401;0.6950844328918525
402;0.6681034048284344
403;0.6681034048284344
404;0.4740952525775129
405;0.4740952525775129
406;0.7029978425975059
407;0.7029978425975059
408;0.5250141566042698
409;0.805902614570858
410;0.32127702508278183
411;0.9196058420781663
412;0.8407198746245156
413;0.8407198746245155
415;0.7255003070730967
416;0.7255003070730967
417;0.8433425846361967
418;0.6486001260274693
419;0.6486001260274693
420;0.8500537853870553
421;0.8403118361251332
422;0.40052958918719905
423;0.40052958918719905
424;0.79237227384209
426;0.5661731019804606
427;0.5661731019804606
428;0.5825325820071018
429;0.5303760484432826
430;0.8253074806675496
431;0.7431730779734474
432;0.6712893527056976
433;0.6674237082516048
435;0.5681295326456154
436;0.6300933013428703
438;0.5601788185519436
439;0.580924888213726
440;0.580924888213726
441;0.6298684017089571
442;0.6298684017089571
443;0.5785136186855652
444;0.5785136186855652
445;0.7379722805200706
446;0.7379722805200706
447;0.5581926594375411
448;0.5581926594375411
449;0.40245657273299135
450;0.40245657273299135
453;0.687486444993265
454;0.687486444993265
457;0.5109050643741893
458;0.9009223154418698
459;0.8431213800354043
460;0.766713922658787
461;0.9031599445220446
462;0.8564489122325682
463;0.6791056827812256
464;0.7941583111677276
465;0.4868645422146319
466;0.4868645422146319
467;0.6288590194443711
468;0.6288590194443711
471;0.4777986038422099
472;0.4777986038422099
473;0.6330667212108175
474;0.6330667212108175
476;0.47334063107690283
477;0.6633872025438728
478;0.6633872025438728
479;0.01402815257090315
480;0.01402815257090315
481;0.7282737633907218
482;0.7282737633907218
485;0.6647636539692684
486;0.6647636539692684
487;0.49089504542587026
488;0.49089504542587026
489;0.5518815970089612
490;0.5518815970089612
491;0.5033462706505438
492;0.5033462706505437
493;0.6215484967260989
494;0.8180648999888468
495;0.7979476989552121
496;0.7979476989552121
497;0.621998969242828
498;0.7756388243091015
499;0.6455540036376781
500;0.8049342657273894
501;0.5578975114687055
502;0.7797052473966473
503;0.7018508462911264
504;0.8119516421320084
505;0.6338625190115204
506;0.6182125029057713
508;0.45782452888045294
509;0.6725201959603859
510;0.40671366702024414
511;0.6656675757464778
512;0.5875095656290328
513;0.7887399141160087
514;0.7887399141160087
515;0.6106796808213542
516;0.8121035357667793
517;0.5237998778701785
518;0.5237998778701785
519;0.6394760780031975
520;0.6394760780031975
521;0.5879514779401893
522;0.5879514779401893
523;0.13870046508471737
524;0.13870046508471737
525;0.22566047687216623
526;0.22566047687216623
527;0.5321178892980302
528;0.5321178892980302
529;0.5665489190099304
530;0.6491078553007041
531;0.7112035052157556
532;0.5682940014960435
533;0.35464023636791303
534;0.35464023636791303
537;0.6400862548712286
538;0.6400862548712286
541;0.5842525488399747
542;0.5842525488399747
543;0.6884556735233405
544;0.6884556735233405
545;0.8625263006920773
546;0.8625263006920774
547;0.6667524969586788
548;0.6667524969586788
549;0.5856374900592983
550;0.5094173987413904
551;0.6654506294765741
552;0.6465327384286469
553;0.7527946863375791
554;0.7527946863375791
555;0.7721759899356064
556;0.7721759899356064
557;0.5952579672024146
558;0.5952579672024146
561;0.38266175596386764
562;0.15838813460022677
563;0.6639194096793077
564;0.7871314576602475
565;0.7811962101728805
566;0.5444198588377737
567;0.7974253468666934
569;0.651834998352084
570;0.5131634036318947
571;0.5273711729842238
572;0.5899582841375876
573;0.36756359291460255
574;0.5768176051318695
575;0.611231925510352
576;0.40778723242028775
579;0.5835979148749517
581;0.3861893297989415
582;0.5338981016877211
583;0.29314938756485004
585;0.5973301856599231
586;0.8047735440498531
587;0.6943137239906536
588;0.15169117728225026
589;0.48041447908955826
590;0.48041447908955826
593;0.46211386234589696
594;0.46211386234589696
595;0.7048070370277667
596;0.7048070370277667
597;0.6340143381631921
598;0.6340143381631921
603;0.6880131195657876
604;0.6880131195657876
605;0.7827548713572753
606;0.7827548713572753
607;0.6862586117399455
608;0.7824453321515072
609;0.24640687598998604
610;0.8183334459946741
611;0.5507835434961438
612;0.587396190082137
614;0.477663156034036
616;0.24667020727771705
617;0.526872207112097
618;0.5026395021705827
619;0.5074024323862022
620;0.4959710364927529
621;0.587396190082137
624;0.45351544354679624
626;0.6512000153662701
627;0.6512000153662701
628;0.7283401600906159
629;0.7975168429696334
630;0.10898698351390873
631;0.8374477694921906
632;0.558099669708895
633;0.558099669708895
634;0.49495905005009355
635;0.9397469730922345
636;0.6828388220040416
637;0.6828388220040416
638;0.7101193672461128
639;0.6596548029334492
640;0.6186503493106806
641;0.6186503493106806
642;0.49317505990863647
643;0.49317505990863647
644;0.561037966420991
645;0.561037966420991
646;0.7430503650005207
647;0.7430503650005207
648;0.7543169719578713
649;0.4780289809854523
650;0.7382801412909672
651;0.7382801412909672
652;0.7019646539517828
653;0.6758803064061639
656;0.7848854977541861
657;0.7848854977541861
658;0.3759605298088774
659;0.6909087273843735
660;0.32769084086055295
661;0.8137359738278485
662;0.7945012377542091
663;0.6664410995668401
664;0.6185588519201709
665;0.8605711029605035
666;0.80674160641293
667;0.47292221606491724
668;0.5400543251940505
669;0.6521904977036846
670;0.6719948875891854
672;0.3926890821906647
673;0.6354233943326751
674;0.6174750329500954
675;0.5547025118004408
676;0.6174750329500954
677;0.6777236334138828
678;0.6435905895668853
679;0.5622087294522807
680;0.7371542116043863
681;0.7780560996492587
682;0.8522554138878184
683;0.7257312403381773
684;0.9352185942466182
685;0.7752310425812026
686;0.8573795144182536
687;0.6610992320247006
688;0.7464529302856595
689;0.6593667966336075
690;0.7655687087568644
691;0.7364068057966231
692;0.7180613337854448
693;0.060270880938612326
694;0.7420521332557917
695;0.6758376836520806
696;0.7616915466654992
697;0.3884512427716799
698;0.8098685284206346
699;0.3625172235013232
700;0.7778263616118614
701;0.6462291997877287
702;0.8221006036188387
704;0.704387870508193
705;0.704387870508193
708;0.6357163420271978
709;0.6357163420271978
712;0.849442915715729
713;0.849442915715729
714;0.6244966854754676
715;0.6244966854754676
716;0.7946600888479682
717;0.7946600888479682
720;0.6702565710519701
721;0.7179202082704532
722;0.48747604856780163
723;0.6625943939248338
724;0.7427002891999553
727;0.7963188690116388
728;0.7423230749055175
729;0.65583483239449
730;0.845255500464125
731;0.5364823112289093
734;0.5008959090386544
735;0.5008959090386544
736;0.4834679347378475
737;0.4834679347378475
738;-0.18062491661925614
739;0.6249100085546727
740;0.7014152344867163
741;0.4089824780588185
742;0.5764817598853172
743;0.5447500675647033
744;0.5921360131183864
745;0.5921360131183864
750;0.751055038726416
751;0.751055038726416
752;0.6763970832780091
753;0.6763970832780091
754;0.5582282792451934
755;0.5582282792451934
756;0.5750956617198884
757;0.5750956617198884
759;0.2315746810102885
760;0.3892004996228631
762;0.7312985579154602
763;0.4305346692986849
764;0.7510550387264161
765;0.49607887371810866
766;0.2941444935941006
768;0.4042153560410446
769;0.5465862629644944
771;0.4055902542500088
772;0.6387310784417665
773;0.2995333706805462
774;0.7627530376901841
775;0.5775786572498097
776;0.5017333141625744
778;0.5326025347283004
780;0.8599487280512205
781;0.6953108962793133
782;0.48371097047042205
783;0.48371097047042205
784;0.5822088088765719
785;0.5822088088765719
786;0.4083114686525199
787;0.4083114686525199
788;0.34569871933998486
789;0.34569871933998486
792;0.4311549133438777
793;0.548052049047749
794;0.34363511069113983
795;0.6474536438491083
796;0.7591299623073537
797;0.7591299623073537
800;0.5049196725803672
801;0.5049196725803672
802;0.7248162253608288
803;0.4910234285543277
804;0.4910234285543277
807;0.4213435440385738
808;0.6151684892835909
811;0.773782924327667
813;0.5139049186575196
814;0.5139049186575196
817;0.7765411497020049
818;0.776541149702005
819;0.5463571084945255
820;0.008707582350123082
821;0.1725525980932508
823;0.5275454980908116
824;0.5448869260559913
825;0.28467547429568363
826;0.3625829527895866
827;0.5100912001147762
828;0.4513629821264122
829;0.5219410764683852
830;0.5762859054429617
831;0.46918493229529756
832;0.43228397550689907
833;0.39014913902935167
834;0.39014913902935167
835;0.494104536968086
836;0.494104536968086
837;0.33360287519141724
838;0.33360287519141724
839;0.2994188356290528
840;0.2994188356290528
841;0.577417527286089
842;0.577417527286089
843;0.6309831751656686
844;0.6309831751656686
848;0.40289000203899716
849;0.6990613904984586
850;0.6953211366925443
852;0.6294700689149888
854;0.459255196356274
855;0.4592551963562741
856;0.7507775493893281
858;0.8377766362155644
859;0.590580370699964
860;0.794666333305021
861;0.5876480002480945
862;0.7346967986668452
863;0.6570377977744221
864;0.7808309010766344
865;0.20445150839125084
866;0.7441988064067558
867;0.42120847978467485
868;0.23047239590051205
870;0.8301825136291151
871;0.5923456563915157
872;0.8290634522665649
875;0.017088407033946654
876;0.7878349989976463
877;0.776463716235355
878;0.4618363494759305
879;0.34733898564411275
881;0.6707056917754486
882;0.5638950143675735
883;0.5678734740302567
884;0.674397943703298
885;0.8415898412854957
886;0.8168354692530312
887;0.6030803282531438
888;0.6030803282531438
889;0.5523676708915196
890;0.5523676708915196
891;0.13851303497046527
892;0.8362894746802814
893;0.6554376281552245
894;0.6585632447305649
895;0.5674261020684305
896;0.5674261020684305
897;0.8285299986645345
898;0.7816007718649886
899;0.7082480442400847
901;0.8706638590066194
902;0.5897439043141826
903;0.5897439043141826
904;0.48793265498161187
905;0.48793265498161187
908;0.5978625212626085
909;0.5978625212626085
910;0.610891898227293
911;0.610891898227293
912;0.7642411535859235
913;0.362805494018698
915;0.7080459605993453
916;0.6402171882875219
918;0.46108032732379844
919;0.5592383049998101
921;0.4197403715990239
922;-0.04080676786562848
923;0.6032263596604216
924;0.6226629478419615
926;0.5602244610706005
927;0.6513879184356536
928;0.583714000314358
930;0.4213112690977962
932;0.9051148040006893
933;0.8723547766826457
936;0.5477451980680436
937;0.5477451980680436
940;0.40877904925638325
941;0.40877904925638325
942;0.7597702752039581
943;0.7597702752039581
944;0.5789531131136995
945;0.5789531131136995
946;0.5399237466876272
947;0.6489518381227182
948;0.6131379443778441
949;0.8280351120198963
950;0.49176373627891895
951;0.7715018478531678
952;0.5701942696527539
953;0.6343228159302269
954;0.8834561432502291
955;0.8834561432502291
956;0.5985737991560653
957;0.7448659119713531
958;0.7703377205074721
959;0.7703377205074721
961;0.82270867742175
964;0.7358279915897442
965;0.7798329360798214
966;0.7798329360798214
968;0.44537724316068467
969;0.44537724316068467
970;0.44287661110256277
973;0.803723411137759
974;0.5919872121676811
975;0.19365256174830353
976;0.19365256174830353
977;0.7819810986920689
978;0.7264285381283335
979;0.6945829177292723
980;0.6129857189826343
981;0.542132934193056
982;0.542132934193056
983;0.6050696741210666
984;0.7510619098531289
985;-0.016885428854143323
986;0.601812725009977
987;0.5300272712619877
988;0.547968330848642
990;0.23059255753793523
991;0.5030945152009266
994;0.6356359153266892
995;0.46856218077659345
996;0.46572405497625263
997;0.46572405497625263
998;0.5392520822160964
1000;0.6154110762366836
1001;0.6154110762366836
1002;0.44072356526917894
1003;0.6644674048507128
1008;0.7908993662735007
1009;0.8662913600266793
1010;0.748230150902091
1012;0.5572445959626651
1013;0.5572445959626651
1014;0.5578200710252441
1015;0.5578200710252441
1016;0.7303340687359541
1018;0.7644306917561849
1019;0.7644306917561849
1022;0.5392520822160964
1023;0.2606829263595181
1024;0.5518672207195131
1025;0.7543859153599322
1026;0.7063997156975296
1027;0.6897391719778992
1030;0.312540783970064
1031;0.5245857061261652
1032;0.6191751453596087
1033;0.8242640711717979
1034;0.7506497919684024
1036;0.5411754771525827
1037;0.6752517117427196
1038;0.730627044170507
1039;0.7033491848120822
1040;0.6693712880869661
1041;0.5091385162269234
1044;0.5270894088646578
1045;0.8285888033980634
1046;0.3267618593150711
1048;0.47039298914711886
1049;0.47039298914711886
1050;0.5501347122370052
1051;0.5501347122370052
1052;0.09004663678645997
1053;0.7980733042122097
1054;0.7375228724227635
1055;0.7856480065133443
1056;0.32117486789487615
1057;0.32117486789487615
1058;0.4765285049975635
1059;0.4765285049975635
1061;0.7710606144122798
1062;0.7710606144122799
1063;0.5814358744521486
1064;0.5814358744521486
1065;0.640665773434475
1066;0.640665773434475
1067;0.5344264163466412
1068;0.5344264163466412
1071;0.5497390775412383
1072;0.4314620374734663
1073;0.7853039207260014
1074;0.8239796326673909
1077;0.7995559233058844
1078;0.781108044273604
1079;0.6860990335331681
1080;0.7548920954236816
1081;0.8177257531258783
1082;0.7543147473759182
1083;0.7807655768320508
1084;0.8096467795417267
1085;0.7875846984522974
1086;0.5685506639818094
1087;0.7354614346072342
1088;0.8243238783059988
1089;0.8650325557939778
1090;0.4806361368503705
1093;0.6380958037342485
1094;0.7416046005231901
1096;0.657603626481616
1097;0.6576036264816162
1098;0.8133108448661786
1099;0.7076829359707045
1100;0.8185585487123133
1101;0.768064503291376
1102;0.8312988179935041
1103;0.42960154290226055
1110;0.842633723254809
1111;0.842633723254809
1113;0.8387113871983585
1114;0.8376342014179404
1115;0.8127982763251691
1116;0.4432223019973679
1117;0.4160379611428909
1118;0.5099345317882225
1119;0.8529479862797801
1120;0.438236028476846
1121;0.4432223019973679
1122;0.47380421759043334
1123;0.6120291946427407
1124;0.4673266232824044
1125;0.8871058668817575
1126;0.6216081677020688
1127;0.5397582663803363
1128;0.6926155918816155
1129;0.45995453806834424
1130;0.7657366187469927
1131;0.6450448427640649
1132;0.7575524199075936
1133;0.7323818961903567
1134;0.8132592255793295
1135;0.015399547012224332
1138;0.8027628462671048
1139;0.6261738522837542
1140;0.8264628938666263
1141;0.7786346107268776
1143;0.8717128651399454
1144;0.6024339208663665
1145;0.5427751635672291
1146;0.5427751635672291
1147;0.6188105359121137
1148;0.6188105359121137
1149;0.6374705878790811
1150;0.5229031068976029
1151;0.13920351645866802
1152;0.13920351645866802
1153;0.49569824208473745
1154;0.49569824208473745
1155;0.6034050250404598
1156;0.6034050250404598
1159;0.6476762572290624
1160;0.6398507023064212
1162;0.7766098307728129
1163;0.6344627805162115
1164;0.6450448427640649
1165;0.3707918279572857
1166;0.49173330274123256
1168;0.4792295785599421
1169;0.5237908702712186
1170;0.3707918279572857
1171;0.7657253069791137
1172;0.6335379814821466
1173;0.9043768545537355
1175;0.8105470752624063
1177;0.8639083511951533
1178;0.8639083511951533
1179;0.7644414012428813
1180;0.7644414012428813
1181;0.645554993251251
1182;0.6809893815772294
1183;0.8477150396251495
1184;0.8202910305252326
1185;0.8420566774465502
1186;0.8420566774465502
1187;0.8278196604098171
1188;0.8278196604098171
1191;0.5041112134560061
1192;0.6988497743145812
1193;0.41545835194742736
1194;0.5254196784377658
1195;0.41759300571491276
1198;0.6981291472250781
1199;0.8483280906340541
1201;0.45674866182424356
1202;0.626611152132714
1203;0.8719154679394588
1204;0.8554668520954559
1205;0.8415153223142584
1206;0.7240541189678307
1207;0.8141547455156831
1208;0.11242854576601898
1209;0.5745209359290292
1210;0.3322435844292507
1211;0.9061662493203131
1212;0.7317236928254309
1213;0.633012072049127
1214;0.5436810655597408
1215;0.6238975318738085
1216;0.8843650913641056
1217;0.5861939779213763
1218;0.37127006930132017
1219;0.3424431240678159
1220;0.4013133532154002
1222;0.43998484006426436
1226;0.5474318728502338
1227;0.5474318728502338
1228;0.6424205256675584
1229;0.6424205256675584
1230;0.64445288435035
1231;0.6612792231699759
1232;0.7026637642014694
1233;0.6204559741332063
1234;0.5713016850184023
1235;0.5713016850184023
1238;0.7195954737340898
1239;0.7195954737340898
1240;0.5000885132651304
1241;0.761430527321322
1243;0.1587208572899558
1244;0.628414976749679
1245;-0.31701385587416153
1246;0.5137335739923563
1247;0.7821669126974604
1248;0.6067648425876087
1249;0.6067648425876087
1250;0.8457459426526225
1251;0.8457459426526225
1252;0.690268123059063
1253;0.690268123059063
1254;0.6290817898483411
1255;0.42218688194084714
1256;0.6096638216879827
1257;0.7887928802881645
1258;0.6500745005188487
1259;0.4166190596639893
1260;0.4166190596639893
1263;0.5175744863271164
1264;0.5175744863271164
1267;0.7053694642027486
1268;0.332423070892309
1269;0.332423070892309
1270;0.6136439767763924
1271;0.6136439767763924
1272;0.6311889437480837
1273;0.45370752543877785
1276;0.4133689266582791
1277;0.4133689266582791
1280;0.19366085995787888
1281;0.7116374246664963
1282;0.7116374246664962
1283;0.838976471716024
1284;0.5066367531586321
1290;0.49361983555330574
1291;0.49361983555330574
1292;0.485690242760153
1293;0.485690242760153
1297;0.6593637278004003
1298;0.6593637278004003
1301;0.5781448290635183
1302;0.5781448290635183
1305;0.5388065879228585
1307;0.4166190596639893
1308;0.34309870271696996
1309;0.21079527419793212
1310;0.605629926905594
1311;0.34470765854826085
1312;0.4482828999535326
1313;0.610632227595936
1314;0.5499233631391063
1316;0.5157045154641191
1317;0.54034776234101
1318;0.54034776234101
1319;0.6644513649930098
1320;-0.05330745705948921
1321;0.6054747293300411
1322;0.060609899190646625
1323;0.47941091540512587
1324;0.47941091540512587
1325;0.7999863880628181
1326;0.7999863880628181
1327;0.6310277324550462
1328;0.6310277324550462
1333;0.8067791392951373
1334;0.7718787839376337
1335;0.5813621775157349
1336;0.32083183394775694
1337;0.4072237632948454
1338;0.26523140639421233
1339;0.5689636865031542
1340;0.6574098738487116
1341;0.5063234095397743
1343;0.644879544917264
1344;0.601105611747575
1346;0.53588447185661
1347;0.5259027572817531
1348;0.5673591999034351
1351;0.7897909572961933
1352;0.502591672423198
1353;0.7307002318836228
1355;0.7402747283616405
1356;0.6119655131729869
1357;0.8422362060779838
1358;0.8100028865365798
1359;0.7474330651385617
1360;0.5686964475955086
1363;0.7767266875840502
1364;0.6782450416396448
1365;0.5695211909252156
1366;0.5695558738247515
1367;0.8347296412594802
1368;0.5338815336140786
1369;0.7937447950517191
1370;0.7214461501433486
1371;0.8165283401546044
1372;0.5786115415823583
1373;0.6960787119634096
1374;0.7848487727116814
1377;0.5746206305457762
1378;0.8748237363940061
1379;0.8359026571950344
1380;0.8359026571950343
1381;0.8571272428079543
1382;0.857127242807954
1384;0.5655590388725446
1385;0.5655590388725446
1390;0.6263766730946804
1391;0.33382275042232545
1392;0.8100028865365798
1393;0.8100028865365798
1395;0.7689117779649479
1396;0.7101284532687857
1397;0.7726311265791355
1398;0.44691070895592677
1399;0.44691070895592677
1402;0.2774876351896974
1403;0.7792292013820844
1404;0.88300196937825
1405;0.5632066996789249
1406;0.7653877010846366
1407;0.44974041571833323
1408;0.5741127986410071
1409;0.4947201837560222
1410;0.41599203761501746
1411;0.6555226238565139
1412;0.49412314183538586
1413;0.6240613611912802
1416;0.652114513711816
1417;0.652114513711816
1420;0.44291577808907145
1421;0.44291577808907145
1422;0.6921905464963299
1423;0.6921905464963299
1424;0.46036713733630724
1425;0.46036713733630724
1426;0.7380367382103207
1427;0.6065528712400465
1428;0.6939345650413531
1429;0.770007366914835
1430;0.6175188302863623
1431;0.3323513275224809
1433;0.564249906032059
1435;0.6444170325840404
1436;0.39211777316936675
1437;0.7316495038142891
1438;0.6338414399001601
1439;0.8537767466661363
1440;0.7272016250432373
1441;0.8676518640455324
1442;0.69219054649633
1444;0.7574993059019426
1446;0.8421919790971729
1447;0.6980765851692701
1448;0.6576939439191308
1450;0.6292789802095409
1451;0.5219778869403817
1452;0.6607942770756347
1453;0.5918926876988093
1454;0.580740775552556
1455;0.6388716233104876
1456;0.6259094373806938
1457;0.6261470584549977
1459;0.409188816431513
1460;0.409188816431513
1463;0.602804539930673
1464;0.602804539930673
1465;0.7932412063937473
1466;0.7932412063937473
1467;0.22748714997425387
1468;0.22748714997425387
1469;0.4936732256582713
1470;0.4936732256582713
1471;0.714086736291361
1472;0.714086736291361
1473;0.5234031510344839
1474;0.5234031510344839
1475;0.4017685192342664
1476;0.4017685192342664
1477;0.4271277354744751
1480;0.3842866825932313
1481;0.2156871438414924
1482;0.22163920179579677
1483;0.538652018540629
1484;0.627580787315176
1485;0.43755404590191826
1486;0.6718064397083391
1487;0.5742331446578758
1488;0.2812896713090254
1489;0.3967182665092453
1490;0.3770730106952112
1491;0.7461243266325875
1492;0.31609755318480187
1493;0.5646228548001442
1494;0.5247821570072644
1495;0.18086444861886328
1496;0.18086444861886328
1497;0.1900344300103174
1498;0.1900344300103174
1500;0.6865261198706102
1501;0.6865261198706102
1502;0.5775066201099859
1503;0.5775066201099859
1508;0.2260565485961563
1509;0.14588682798124886
1510;0.7022998421616975
1511;0.7022998421616975
1512;0.22295178077114414
1513;0.41494974362781406
1514;0.0717975414079508
1515;0.16982466876360872
1516;0.1833466618791374
1518;0.48833230924064625
1519;0.600012529016821
1520;0.5287531852773789
1521;0.7350830143155117
1522;0.6000749966596244
1523;0.5819857406490849
1524;0.7179449902816768
1525;0.5287531852773789
1526;0.891861781487888
1527;0.3641072668275937
1528;0.2478973258992956
1529;0.0726169521254551
1530;0.0726169521254551
1531;0.8010706290507719
1532;0.7023423998838279
1533;0.42418516222097097
1534;0.8615738417672782
1535;0.7338758969506591
